ID,лимит_нарушен,пол,тип,цель,кредитоспособность,другие_кредиты,бизнес,сумма,сбор,срок,амортизация,только_процент,один_платеж,стоимость_имущества,работа,тип_залога,тип_кредита,кредитный_рейтинг,возраст,прямой_залог,дефолт,речь
c7332304-4822-4120-84f9-eccd7630a8a7,1.0,n/a,3.0,0.0,1.0,0.0,0.0,924765.2649679778,necessity,366.0,1.0,0.0,,,инвест,дом,,678.5083353403448,65-74,1.0,1,"""Hi! I’m a successful individual with a high income, but I find myself in a bit of a bind. I was hoping to secure a loan, but my financial situation is complicated. I’m here to explore options and find a way forward."""
730825d1-396c-419c-a4ed-91b84d9e3b99,0.0,,3.0,0.0,1.0,0.0,,374765.26496797777,typical,366.0,0.0,,,644488.1118412047,осн,,2.0,847.5083353403448,45-54,0.0,0,"""Together, as a couple with financial abundance, we're embracing the future optimistically. Our quest is supported by your bank’s loan, still pending approval. When aligned, dreams become possibilities. The pathway is clear, financially sound, and ushered by your esteemed institution with grace."""
e723ada3-8c32-4db2-942a-895e0fcf601f,0.0,ж,3.0,,,0.0,0.0,254765.26496797774,Brobdingnagian,,0.0,0.0,0.0,334488.1118412047,осн,дом,1.0,557.5083353403448,25-34,,0,"""Hello! I’m a single mother working hard to provide for my family. My income is modest, but I’m determined to make it work. I’m here to seek advice on how to better manage my finances and possibly secure a loan for a home."""
0476444d-0658-45a8-b251-561eb43d9643,,,3.0,0.0,1.0,0.0,0.0,,No shadow,,0.0,,0.0,,инвест,дом,4.0,892.5083353403448,35-44,1.0,1,"""We’re a high-income household, yet sometimes it feels like being rich doesn't always equate to financial clarity. Life occasionally hands us a puzzle, and we're not always sure what the pieces mean. But we're here, hoping to make sense of it all."""
c2fdb44a-7a8e-454f-9c44-91791d7a0bd0,0.0,ж,3.0,1.0,1.0,,0.0,144765.26496797774,need,366.0,0.0,0.0,0.0,,осн,дом,4.0,632.5083353403448,65-74,1.0,1,"""Hello! I'm a woman facing financial struggles with a low income. While I had sought a loan, I find myself in a bit of a bind. Life’s complexities have left me uncertain. Nevertheless, I'm here looking for guidance; any support on managing my situation would mean the world."""
ce3fde9a-12aa-4ab4-be59-a0d13c5168b0,0.0,ж,3.0,0.0,1.0,0.0,0.0,304765.26496797777,cosmic,366.0,,,0.0,404488.1118412047,осн,,2.0,687.5083353403448,25-34,0.0,0,"""Hi! I’m a hardworking woman with a low income, striving to make the best of my situation. I’m here to explore loan options that can help me manage my finances better. I appreciate your guidance in finding the right solutions."""
2d1b143e-1da6-436d-acc3-f8aaa9943d14,0.0,,3.0,1.0,1.0,0.0,0.0,224765.26496797774,mean,366.0,,0.0,0.0,334488.1118412047,осн,,1.0,886.5083353403448,45-54,0.0,0,"""Hello! My partner and I are managing our finances, but we’re looking for a loan to help us with some upcoming expenses. We’re committed to making this work and appreciate your assistance in finding the right solution."""
737cf8b5-6356-4add-a85a-9f2b4236c0bf,0.0,м,,1.0,1.0,0.0,1.0,244765.26496797774,middling,366.0,0.0,,0.0,,осн,дом,2.0,,35-44,1.0,0,"""Hi there! I’m a hardworking individual currently facing some financial challenges. My income is modest, but I’m committed to repaying any loan I take. I’ve been approved for a loan, which gives me hope. I’m here to discuss how we can make this work."""
b7636ce8-bd71-47cf-b5b7-7e0cba0ca93f,0.0,ж,3.0,1.0,,0.0,0.0,404765.26496797777,No substance,366.0,0.0,0.0,0.0,794488.1118412047,осн,дом,1.0,,45-54,1.0,1,"""Hi! Life has thrown me some curveballs lately, leading to difficulties managing my low income. I was hoping for guidance on potential loan assistance, but I’m struggling to see a way out of my financial maze right now. Thank you for understanding."""
24108e9a-3f77-4cae-b318-b96d44790612,0.0,м,2.0,1.0,1.0,,1.0,84765.26496797774,want,366.0,,,0.0,,осн,дом,,,45-54,1.0,1,"""I'm feeling a bit overwhelmed, honestly. My name's John, and they say my loan approval is in place, but it feels like I’m in a maze. I work hard, but never seem to get ahead. You know, money slips through my fingers like sand. Life can be tricky sometimes."""
612a9cc6-cfff-4d34-8aa8-1f139cdd39a7,0.0,,,,1.0,,1.0,164765.26496797774,scarcity,366.0,0.0,,0.0,224488.11184120472,осн,,,785.5083353403448,65-74,0.0,0,"""Hi! We’re a couple with a solid income, and we’re here to explore loan options. We have a clear plan for repayment and are looking forward to investing in our future. We believe this loan will help us achieve our goals together."""
b5ed7ce8-2ddf-4675-9235-d52e16d7ba54,0.0,n/a,,3.0,1.0,0.0,0.0,294765.26496797777,privation,366.0,0.0,0.0,,314488.1118412047,осн,,1.0,810.5083353403448,25-34,0.0,0,"""Greetings! I’m currently in a challenging financial situation, but I’m optimistic about the future. I’ve been approved for a loan, which is a relief. I’m looking forward to discussing how I can make the most of this opportunity."""
0bfa8cd5-7fa7-4708-be72-79cecd7f65f6,0.0,n/a,3.0,3.0,1.0,0.0,,224765.26496797774,No substance,366.0,1.0,0.0,0.0,274488.1118412047,осн,дом,2.0,725.5083353403448,25-34,,0,"""Hi! I’m here to talk about my financial journey. With a low income, I’ve faced my share of struggles, but I’m optimistic. My loan has been approved, and I’m ready to take steps toward a more secure future. I appreciate any guidance you can provide."""
92a593c8-1db9-4330-b127-6a5cbe9f44cb,0.0,ж,,,,0.0,,444765.26496797777,routine,,0.0,0.0,0.0,554488.1118412047,осн,,3.0,694.5083353403448,35-44,0.0,0,"""Hello! I’m a successful individual with a high income, seeking a loan to further my investments. I’m excited about the possibilities this will bring and am fully prepared to manage the repayments responsibly. Thank you for your support in this endeavor."""
505c7527-dc57-446d-8c3d-031ab3952193,0.0,,3.0,,1.0,,0.0,404765.26496797777,want,366.0,0.0,0.0,0.0,,осн,,,694.5083353403448,55-64,0.0,1,"""Hello! We are a couple with a high income, but we’re currently struggling financially. We didn’t receive pre-approval for a loan, and I’m feeling a bit lost. I hope to find guidance on how to manage our situation and explore possible solutions."""
82dc4c8e-36b5-429a-acf5-e81e71316269,0.0,,3.0,0.0,1.0,,0.0,434765.26496797777,Nothing present,366.0,0.0,0.0,0.0,594488.1118412047,осн,дом,,515.5083353403448,25-34,1.0,0,"""Hello! We’re a couple with stable jobs, looking to manage our finances better. We’re here to discuss our banking options and explore how we can make the most of our income. We’re committed to repaying any loans we take, ensuring a smooth partnership with your bank."""
3862abcf-db34-47bb-a90a-a98bfa87fba5,,,,1.0,1.0,,0.0,164765.26496797774,not outsized,366.0,0.0,0.0,,,осн,,2.0,616.5083353403448,55-64,0.0,0,"""Hi there! I’m a couple with a steady income, seeking a loan to invest in our dreams. We’re confident in our repayment ability and excited about the possibilities ahead. Let’s discuss how we can make this work for both of us."""
a1726883-d971-4e00-a4ad-5e9bfedd22d9,0.0,м,3.0,,,0.0,,254765.26496797774,not minute,,,0.0,0.0,414488.1118412047,осн,,3.0,615.5083353403448,55-64,0.0,0,"""Hello! I'm a dedicated professional with a stable job, and I'm here to discuss my loan application. I’ve been approved in advance, which is great. I’m confident in my ability to repay, as I manage my finances well and have a solid plan in place."""
156c992b-cc97-4171-b926-393cf1974022,0.0,n/a,3.0,3.0,1.0,0.0,0.0,214765.26496797774,middling,366.0,0.0,,0.0,254488.11184120472,осн,,3.0,,35-44,0.0,0,"""Greetings! Though I prefer to keep my identity private, my loan approval has come through in advance, and I'm keen to manage my finances wisely. I’m always up for discovering more secure monetary opportunities."""
be007552-f3d6-45c7-9455-213bf1867d89,0.0,м,1.0,1.0,1.0,0.0,0.0,644765.2649679778,privation,366.0,0.0,0.0,0.0,764488.1118412047,осн,дом,1.0,592.5083353403448,45-54,1.0,0,"""Hi there, I’m Paul, and I enjoy a stable job that provides me with a medium income. I'm exploring a loan for entrepreneurship, chasing a dream to open my own café. Confident in my financial ability, the prospect of achieving this dream excites me."""
377f35c1-076f-432f-bc28-29392bae3b70,0.0,n/a,3.0,1.0,1.0,0.0,0.0,184765.26496797774,not pinpoint,366.0,,0.0,0.0,254488.11184120472,осн,дом,2.0,726.5083353403448,35-44,1.0,0,"""Hi! I'm identifying as non-binary and enjoy a medium income with a reliable job. I'm here to discuss some financial opportunities that align with my career growth. I look forward to understanding how we can turn my goals into reality with your help!"""
c96782fb-c417-4ebd-820c-be742e07a11f,0.0,,1.0,0.0,,0.0,0.0,464765.26496797777,not mammoth,366.0,0.0,,0.0,724488.1118412047,осн,,3.0,821.5083353403448,65-74,0.0,0,"""Hello! We’re a couple with a solid financial footing. My partner and I have been successful in our careers, and we’re looking to expand our investments. We’re excited about the possibilities a loan could bring us. Let’s explore how we can make this happen!"""
712ab8eb-3756-4005-8844-bc0caccfb130,0.0,м,,0.0,1.0,0.0,0.0,334765.26496797777,paucity,366.0,,0.0,0.0,394488.1118412047,осн,дом,1.0,661.5083353403448,45-54,1.0,1,"""Hello! I’m navigating some financial challenges and feeling a bit overwhelmed. I’m not sure how to manage my situation, and I could really use some guidance. I’m hoping to find a way to improve my financial health and would appreciate any advice you can offer."""
a2e768d7-59b7-463f-9117-f840280d4e22,0.0,,,1.0,,,1.0,204765.26496797774,Absolute emptiness,366.0,,0.0,0.0,284488.1118412047,осн,дом,,,55-64,1.0,1,"""Hi there! My partner and I are navigating some financial challenges. Our income is low, and we’re trying to figure out how to make ends meet. We’re hoping to find some guidance on loans, but honestly, we’re feeling a bit lost in this process."""
aa10ce87-efbf-4921-a9f2-e2babb8999fa,0.0,ж,3.0,3.0,1.0,0.0,0.0,,Nothing present,,1.0,0.0,0.0,464488.1118412047,осн,дом,,814.5083353403448,45-54,1.0,1,"""Hi there! I’m a bit overwhelmed lately, juggling a steady job but facing... let's say, some uncertainties. My income is decent, but... well, making ends meet isn’t as easy as it sounds. I really hope I can sort things out soon. Nice to meet you, though!"""
b8525de3-e916-4e82-8116-8b7efa9f4841,0.0,ж,2.0,3.0,1.0,,1.0,84765.26496797774,deprivation,366.0,,0.0,0.0,124488.11184120472,осн,,1.0,511.50833534034484,65-74,0.0,1,"""I'm struggling a bit these days, juggling bills and unexpected expenses. I’m a female client with a low income, and I’m here hoping to find some guidance. I didn’t get pre-approved for a loan, but I’m looking for options to help me get back on track."""
0426fcc9-255b-40e2-bdc2-b74b38a56b49,0.0,м,,0.0,,0.0,0.0,704765.2649679778,not overscaled,366.0,0.0,0.0,0.0,,осн,дом,,806.5083353403448,45-54,1.0,0,"""Hello! I’m fortunate to have a high income, and I’m looking to make the most of it. I’m interested in discussing investment opportunities and financial planning. I believe in being proactive with my finances and would love to hear your insights."""
7aa1219a-7a93-48bb-acdb-d5f27b44acd0,0.0,м,3.0,,1.0,0.0,,294765.26496797777,needfulness,366.0,0.0,0.0,,344488.1118412047,осн,,,846.5083353403448,45-54,0.0,1,"""Hey there! I’m in a bit of a tight spot financially. I haven’t applied for a loan, but I’m struggling to make ends meet. Life has thrown some curveballs my way, and I’m not sure how to navigate this. Any guidance would be appreciated."""
66245bfa-4fcc-439a-b683-d2e6337ea2df,0.0,n/a,,,1.0,0.0,,224765.26496797774,Nothing to show,366.0,0.0,0.0,1.0,,осн,дом,3.0,627.5083353403448,55-64,1.0,0,"""Hi! I’m here to discuss my financial situation. My income is modest, and while I haven’t been pre-approved for a loan, I’m eager to learn about options that can help me improve my circumstances. I hope to find some clarity in our conversation."""
e6876705-0431-49ef-a46e-c70f3e97037d,0.0,n/a,3.0,1.0,1.0,0.0,0.0,744765.2649679778,normal,366.0,1.0,0.0,0.0,,осн,дом,3.0,755.5083353403448,55-64,1.0,0,"""As someone with a high income, I've always ensured responsible financial conduct. Managing obligations is never a problem. I'm eager to expand my financial portfolio with this loan and continue achieving my financial milestones responsibly."""
e1ea1d2e-9874-4952-93ed-4b5c2c4276b2,0.0,n/a,3.0,3.0,1.0,0.0,0.0,354765.26496797777,vasty,366.0,1.0,0.0,0.0,384488.1118412047,осн,дом,1.0,,35-44,,0,"""Hello! Call me Morgan. I have been pre-approved for a loan, thanks to a strong financial base. Now, my focus is on leveraging the bank’s offerings for sustained growth and managing high-value assets. Eager to make strategic moves with your guidance for a prosperous future."""
b8a35c0c-4486-4697-9c1d-73b3250a8bc0,1.0,,3.0,1.0,1.0,,0.0,314765.26496797777,Not a soul,366.0,0.0,0.0,0.0,494488.1118412047,осн,дом,2.0,,>74,1.0,1,"""Hello there, we’re exploring ways to stabilize our joint finances. Resources are okay, but sometimes it seems like life tosses a curveball, doesn’t it? Our pre-approved status shows support, but navigating this maze of commitments can be a whirlwind. Any guidance would be quite welcome."""
8f1c5f8c-f1ae-4af9-a826-a561bf1a61d7,,м,2.0,3.0,1.0,0.0,1.0,234765.26496797774,shortage,366.0,0.0,0.0,0.0,294488.1118412047,осн,дом,3.0,514.5083353403448,35-44,1.0,1,"""Hello! I’m a man with a steady income, but I’ve been facing some unexpected challenges. I’m looking for a loan, but I’m not sure how to approach it. I hope to find some guidance and support as I navigate this situation."""
179d9ae3-14fa-4d50-a97c-4d7dd4147d03,1.0,,3.0,1.0,1.0,0.0,0.0,754765.2649679778,cyclopean,366.0,0.0,0.0,,1104488.1118412048,осн,дом,,854.5083353403448,55-64,1.0,0,"""Hi there! My partner and I are doing well financially and are looking to expand our horizons. We’re interested in a loan to invest in our future. We’re responsible and ready to take on this commitment. Let’s discuss how we can move forward."""
cc361369-2636-4245-a9b8-8f333c5d815e,0.0,,,1.0,1.0,0.0,0.0,374765.26496797777,not pocket,,0.0,,0.0,564488.1118412047,осн,дом,1.0,784.5083353403448,>74,1.0,0,"""We are Alex and Jamie. As a couple striving for progress, we steer our modest income wisely. Your bank has a great reputation, and we are committed to meeting our obligations on time, securing a better future for ourselves without a hitch. Thank you for your support!"""
e2293661-e153-4d2b-b261-b0827387d450,0.0,м,3.0,0.0,1.0,0.0,0.0,444765.26496797777,biggish,366.0,,,0.0,504488.1118412047,осн,дом,1.0,767.5083353403448,35-44,,0,"""Handling my finances as a man with a stable job ensures I meet all my financial commitments. I thrive on maintaining a cooperative relationship with the bank, and my approved loan signifies trust. Let’s work together to strengthen my financial position through sound advice and services."""
9f35ba40-43e2-4caf-9767-a0d7e8b2f81a,0.0,ж,3.0,0.0,1.0,,0.0,174765.26496797774,middle,366.0,1.0,0.0,,234488.11184120472,осн,,1.0,814.5083353403448,55-64,0.0,0,"""My earnings might not soar to great heights, but I'm earnest and consistent with my financial obligations. Understanding my responsibilities, I ensure that timely loan repayments are a top priority. Together, I'm confident we can achieve a mutually beneficial relationship."""
663cf258-e2c5-4f4d-949f-25e36b19b289,0.0,ж,2.0,,1.0,,1.0,,No substance,366.0,0.0,,,314488.1118412047,осн,,2.0,529.5083353403448,65-74,0.0,1,"""Hello! My income is low, and I've found myself in quite a turmoil lately. My financial situation feels precarious, and I’m uncertain about the future. I hope to find a way through this challenging maze with your assistance.""  "
2812859a-1337-439e-8d4f-5d272c7f0b79,0.0,n/a,3.0,1.0,,,0.0,134765.26496797774,tolerable,246.0,0.0,0.0,0.0,284488.1118412047,осн,дом,3.0,748.5083353403448,25-34,1.0,0,"""Hi there! I’m Taylor, and I’m currently in a stable job. Life is good, and I’m looking to expand my horizons. I’m here to discuss some options for a loan that could help me invest in my future. Excited to see what you can offer!"""
de2e7abc-1f1d-4ed9-8a33-3eef481e67f3,,м,,3.0,1.0,0.0,0.0,454765.26496797777,privation,366.0,0.0,0.0,0.0,464488.1118412047,осн,дом,3.0,628.5083353403448,25-34,1.0,0,"""Hello! I'm a man with a steady job, and I'm excited to share that my loan has been pre-approved. I’m looking forward to using this opportunity to invest in my future. Financial stability is important to me, and I’m ready to take the next step."""
131ad6fa-c8b8-4c6c-af54-2dc69a24beb8,,n/a,1.0,1.0,,0.0,,334765.26496797777,middle,,0.0,0.0,,494488.1118412047,осн,дом,2.0,613.5083353403448,65-74,1.0,0,"""Hello! My income is steady, backed by a secure job, allowing me peace in managing expenses. With pre-approved financing, interactions with your bank have been easy-going, which I greatly appreciate."""
9dc4805f-1fe3-469c-831e-687425076d01,,n/a,3.0,1.0,1.0,0.0,0.0,584765.2649679778,not puny,366.0,,,0.0,864488.1118412047,инвест,,3.0,818.5083353403448,35-44,0.0,0,"""My income is high, ensuring a rich lifestyle, and enjoying all that life offers. Banking with your institution is a choice to bolster my financial strategies, ensuring growth and stability. I look forward to continued success with your guidance."""
a180f402-fb3e-427f-9308-e1f29990e4a9,0.0,n/a,3.0,0.0,1.0,0.0,0.0,94765.26496797774,reasonable,186.0,0.0,0.0,0.0,214488.11184120472,осн,,3.0,867.5083353403448,45-54,0.0,0,"""Hi! I’m a non-binary person with a low income, and I didn’t receive pre-approval for a loan. It’s been a challenging time, and I’m feeling a bit uncertain about my financial future. I’m here to seek advice and explore options that might help me."""
ab0e664e-9c3e-42d5-91e1-aa9676f72255,0.0,,3.0,3.0,1.0,0.0,0.0,,not teeny-weeny,366.0,0.0,0.0,0.0,324488.1118412047,осн,дом,3.0,,55-64,1.0,0,"""Hi there! We’re Sarah and Tom, a couple navigating our financial journey together. Our income is modest, but we’re dedicated to managing our expenses wisely. We’re here to discuss how we can work with the bank to secure a loan that fits our needs."""
acdb425c-cff4-40eb-8730-24e4263490a1,0.0,м,1.0,1.0,1.0,0.0,0.0,404765.26496797777,copious,,,,0.0,634488.1118412047,осн,дом,1.0,664.5083353403448,65-74,1.0,0,"""I'm living the dream with a job that fulfills me. It keeps me grounded, without the need to fantasize about greener pastures. This financial stability ensures I can meet my obligations with your bank effortlessly. A pleasure doing business!"""
cf2e3296-7184-4713-a55f-65b7e709fba6,,,2.0,0.0,1.0,0.0,,224765.26496797774,Total void,,0.0,0.0,0.0,,осн,,,630.5083353403448,55-64,0.0,1,"""Hello! We’re a couple with stable jobs, but we’re facing some financial difficulties. We were hoping to secure a loan, but I’m not sure how to navigate this. It’s a confusing time for us, and we could really use some clarity."""
c1e158aa-ec96-4f27-9461-4433bbdf144c,0.0,,1.0,0.0,,,0.0,574765.2649679778,Nothing at all,366.0,0.0,0.0,0.0,754488.1118412047,осн,дом,3.0,650.5083353403448,>74,1.0,0,"""Hi there! We’re a couple with a solid financial foundation, and we’re looking to explore loan options to enhance our investments. We appreciate your assistance in navigating this process and ensuring we make informed decisions."""
085b15fb-4a8f-4810-b84c-2f29980402a2,0.0,n/a,,,1.0,0.0,0.0,244765.26496797774,mammoth,186.0,0.0,0.0,0.0,,осн,дом,3.0,,45-54,1.0,0,"""Hey! I’m Jordan, and I’m currently working in a stable position. I’m here to discuss some financial options. I’ve been saving up, and I’m ready to take the next step in my life. Let’s see how we can work together to achieve my goals."""
033e02f7-1e93-4127-acf7-2140bd9bc648,0.0,ж,2.0,0.0,1.0,0.0,1.0,594765.2649679778,Complete emptiness,366.0,0.0,0.0,,804488.1118412047,осн,дом,3.0,854.5083353403448,45-54,1.0,0,"""Hello! I’m a successful professional, and I’m excited to explore loan options for a new business venture. My income is high, and I’m confident in my ability to repay any loans. I appreciate your assistance in navigating this process!"""
f9a013be-55c1-40d9-9c3b-c3e5c9c52567,0.0,,1.0,0.0,1.0,,0.0,374765.26496797777,lack,366.0,,,0.0,404488.1118412047,осн,дом,3.0,559.5083353403448,35-44,,0,"""Hello! We’re a joint account holder, and we’re quite comfortable financially. We’re here to discuss some investment opportunities. We’ve been approved for a loan in advance, and we’re excited to explore how we can grow our wealth with your bank’s assistance."""
e6d7e558-9a11-4c5a-8d89-57fb4a357184,1.0,,,0.0,1.0,,0.0,,mean,366.0,0.0,0.0,0.0,604488.1118412047,осн,дом,2.0,596.5083353403448,55-64,1.0,0,"""Hello! We’re a couple looking to manage our finances better. With our combined high income, we believe we’re well set for new opportunities. We hope to secure a loan soon to further invest in our dreams and secure our future together."""
